archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_1.0,consumo_2.0,consumo_3.0,consumo_4.0,consumo_5.0,consumo_6.0,consumo_7.0,consumo_8.0,consumo_9.0,consumo_10.0,consumo_11.0,consumo_12.0,consumo_13.0,consumo_14.0,consumo_15.0,consumo_16.0,consumo_17.0,consumo_18.0,consumo_19.0,consumo_20.0,consumo_21.0,consumo_22.0,consumo_23.0,consumo_1.0_suma,consumo_2.0_suma,consumo_3.0_suma,consumo_4.0_suma,consumo_5.0_suma,consumo_6.0_suma,consumo_7.0_suma,consumo_8.0_suma,consumo_9.0_suma,consumo_10.0_suma,consumo_11.0_suma,consumo_12.0_suma,consumo_13.0_suma,consumo_14.0_suma,consumo_15.0_suma,consumo_16.0_suma,consumo_17.0_suma,consumo_18.0_suma,consumo_19.0_suma,consumo_20.0_suma,consumo_21.0_suma,consumo_22.0_suma,consumo_23.0_suma,consumo_1.0_std,consumo_2.0_std,consumo_3.0_std,consumo_4.0_std,consumo_5.0_std,consumo_6.0_std,consumo_7.0_std,consumo_8.0_std,consumo_9.0_std,consumo_10.0_std,consumo_11.0_std,consumo_12.0_std,consumo_13.0_std,consumo_14.0_std,consumo_15.0_std,consumo_16.0_std,consumo_17.0_std,consumo_18.0_std,consumo_19.0_std,consumo_20.0_std,consumo_21.0_std,consumo_22.0_std,consumo_23.0_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,invierno,s_invierno,std_invierno,2024-02,Febrero,2024-01-29/2024-02-04,2024-02-05/2024-02-11,2024-02-12/2024-02-18,2024-02-19/2024-02-25,2024-02-26/2024-03-03
ABLD,0.21872413793103448,0.2773806840895287,0.029,2.184,0.062,0.087,0.227,145.889,0.21872413793103446,5.030655172413794,0.08386206896551723,0.07127586206896552,0.06710344827586207,0.0793448275862069,0.09017241379310345,0.09144827586206897,0.07279310344827587,0.19362068965517243,0.16786206896551725,0.10555172413793103,0.10675862068965518,0.1683793103448276,0.2833793103448276,0.2726896551724138,0.5178620689655172,0.4597586206896552,0.23748275862068968,0.2253793103448276,0.16327586206896552,0.34393103448275864,0.6019655172413794,0.40993103448275864,0.21682758620689657,2.432,2.067,1.946,2.301,2.615,2.652,2.111,5.615,4.868,3.061,3.096,4.883,8.218,7.908,15.018,13.333,6.8870000000000005,6.5360000000000005,4.735,9.974,17.457,11.888,6.288,2.432,2.067,1.946,2.301,2.615,2.652,2.111,5.615,4.868,3.061,3.096,4.883,8.218,7.908,15.018,13.333,6.8870000000000005,6.5360000000000005,4.735,9.974,17.457,11.888,6.288,0.1314310344827586,0.24243678160919538,0.27147413793103453,0.3931637931034483,0.07835172413793104,15.246,42.184,31.491,45.607,11.361,0.05303613732812434,0.10218116021176389,0.1093803677452971,0.1232237108400068,0.026301324622817486,0.23895652173913046,0.2564673913043478,0.19341304347826088,0.22336521739130435,0.21509782608695655,0.19974999999999998,0.2028586956521739,21.984,23.595,17.794,25.687,19.789,18.377,18.663,0.25950705226790993,0.3858166293104285,0.20817158772966157,0.28704692233442053,0.2607199271915797,0.24827716809606598,0.2599373796746557,0.22536024844720498,0.20130434782608694,108.849,37.04,0.28593045797584854,0.25348352202318253,0.21872413793103448,145.889,0.2773806840895288,145.889,145.889,18.483999999999998,41.01,26.901,39.081,20.413
AJVG,0.39125337331334337,0.5179705027427495,0.029,2.631,0.045,0.127,0.5714999999999999,260.966,0.3912533733133433,8.998827586206897,0.22944827586206895,0.10579310344827586,0.11248275862068965,0.1113103448275862,0.0996896551724138,0.12362068965517241,0.3427241379310345,1.1171379310344827,0.6260344827586207,0.26813793103448275,0.26672413793103444,0.26210344827586207,0.25648275862068964,0.2882413793103448,0.19913793103448274,0.17296551724137932,0.17386206896551723,0.22886206896551722,0.4293448275862069,0.6846206896551724,0.928103448275862,1.1044137931034483,0.8675862068965517,6.654,3.068,3.262,3.2279999999999998,2.891,3.585,9.939,32.397,18.155,7.776,7.734999999999999,7.601,7.438,8.359,5.7749999999999995,5.016,5.042,6.637,12.451,19.854,26.915,32.028,25.16,6.654,3.068,3.262,3.2279999999999998,2.891,3.585,9.939,32.397,18.155,7.776,7.734999999999999,7.601,7.438,8.359,5.7749999999999995,5.016,5.042,6.637,12.451,19.854,26.915,32.028,25.16,0.5523793103448276,0.25680459770114944,0.25125862068965515,0.8961810344827585,0.1317448275862069,64.076,44.684,29.146,103.957,19.103,0.2288776826041119,0.08220939009429648,0.15569965771826488,0.09085773628937976,0.06790631690870928,0.39458695652173914,0.36868478260869564,0.30830434782608696,0.3778608695652174,0.4100978260869565,0.38281521739130436,0.49977173913043477,36.302,33.919,28.364,43.454,37.729,35.219,45.979,0.5790246659547776,0.5268449097094565,0.4493733057191722,0.5213326191321306,0.5391860177651716,0.41408309749857963,0.5710248758704617,0.3721904761904762,0.4412934782608695,179.768,81.198,0.5235973843564915,0.5008454063382537,0.39125337331334337,260.966,0.5179705027427496,260.966,260.966,48.478,61.094,65.527,52.789,33.078
FMB,0.18720389805097454,0.18285527461972176,0.01,1.596,0.0555,0.161,0.238,124.86500000000001,0.18720389805097454,4.305689655172414,0.0936896551724138,0.09317241379310345,0.08303448275862069,0.07024137931034483,0.08517241379310346,0.08827586206896552,0.13220689655172413,0.1270689655172414,0.13458620689655174,0.23582758620689656,0.22448275862068964,0.21886206896551724,0.3095172413793103,0.3343103448275862,0.22131034482758621,0.2156551724137931,0.23058620689655174,0.20448275862068965,0.23010344827586207,0.3262758620689655,0.26182758620689656,0.17551724137931035,0.20948275862068966,2.717,2.702,2.408,2.037,2.47,2.56,3.834,3.685,3.903,6.839,6.51,6.347,8.975999999999999,9.695,6.418,6.254,6.687,5.93,6.673,9.462,7.593,5.09,6.075,2.717,2.702,2.408,2.037,2.47,2.56,3.834,3.685,3.903,6.839,6.51,6.347,8.975999999999999,9.695,6.418,6.254,6.687,5.93,6.673,9.462,7.593,5.09,6.075,0.12053448275862069,0.25738505747126433,0.22020689655172412,0.2432758620689655,0.08506206896551724,13.982000000000001,44.785000000000004,25.543999999999997,28.22,12.334000000000001,0.054999863201625844,0.08266744726157137,0.043498478228696784,0.06950431738792416,0.004674087334105257,0.19513043478260872,0.18434782608695652,0.1719130434782609,0.20660869565217393,0.17108695652173914,0.18584782608695652,0.1906413043478261,17.952,16.96,15.816,23.76,15.74,17.098,17.539,0.16812065378287203,0.171806653070183,0.11695802310511848,0.18132246624681564,0.11669163384928534,0.2327714029668984,0.2513942038865068,0.18680745341614904,0.1882445652173913,90.228,34.637,0.15503550050669163,0.24161094131855296,0.1872038980509745,124.865,0.18285527461972173,124.865,124.865,15.867,30.567,28.563,32.204,17.664
GPC,0.18949025487256374,0.2357536400753842,0.023,1.461,0.058,0.095,0.202,126.39000000000001,0.18949025487256374,4.358275862068966,0.06937931034482758,0.06727586206896552,0.06079310344827586,0.06803448275862069,0.05824137931034483,0.07186206896551725,0.09927586206896552,0.3868620689655172,0.32989655172413795,0.25124137931034485,0.12093103448275863,0.08610344827586207,0.1143793103448276,0.1623448275862069,0.311,0.3169310344827586,0.19427586206896552,0.20427586206896553,0.20506896551724138,0.32731034482758625,0.5491379310344828,0.21362068965517242,0.09003448275862068,2.012,1.951,1.763,1.973,1.689,2.084,2.879,11.219,9.567,7.2860000000000005,3.507,2.497,3.317,4.708,9.019,9.190999999999999,5.634,5.924,5.947,9.492,15.925,6.195,2.6109999999999998,2.012,1.951,1.763,1.973,1.689,2.084,2.879,11.219,9.567,7.2860000000000005,3.507,2.497,3.317,4.708,9.019,9.190999999999999,5.634,5.924,5.947,9.492,15.925,6.195,2.6109999999999998,0.2219741379310345,0.17433333333333334,0.23013793103448277,0.2950258620689655,0.0647448275862069,25.749,30.333999999999996,26.695999999999998,34.223,9.388,0.16795072402952488,0.0586194359886922,0.03251167704212225,0.13769164762872402,0.004845551144929405,0.18582608695652175,0.16829347826086957,0.2019239130434783,0.20305217391304348,0.14421739130434783,0.17704347826086958,0.24268478260869564,17.096,15.483,18.577,23.351,13.268,16.288,22.326999999999998,0.22892830149214902,0.22492780468327359,0.24511828199694777,0.24346298553205176,0.14874757924612236,0.22857710426541455,0.2985163286106891,0.1817287784679089,0.2098641304347826,87.775,38.615,0.22243811890657494,0.2671639925680906,0.1894902548725637,126.39,0.23575364007538416,126.39,126.39,18.462,28.612,30.791,29.968,18.557
JACL,0.10778710644677662,0.07053284721467985,0.036,0.772,0.065,0.098,0.126,71.894,0.10778710644677664,2.479103448275862,0.11920689655172413,0.07006896551724139,0.07775862068965517,0.08317241379310344,0.08479310344827587,0.07234482758620689,0.052620689655172415,0.09031034482758621,0.1046551724137931,0.10641379310344827,0.128,0.09341379310344827,0.13555172413793104,0.17982758620689654,0.21575862068965515,0.10568965517241379,0.10055172413793104,0.10817241379310345,0.11393103448275861,0.10103448275862069,0.08682758620689654,0.1183103448275862,0.1306896551724138,3.457,2.032,2.255,2.412,2.459,2.098,1.526,2.619,3.035,3.086,3.712,2.709,3.931,5.215,6.257,3.065,2.916,3.137,3.304,2.93,2.518,3.431,3.79,3.457,2.032,2.255,2.412,2.459,2.098,1.526,2.619,3.035,3.086,3.712,2.709,3.931,5.215,6.257,3.065,2.916,3.137,3.304,2.93,2.518,3.431,3.79,0.07998275862068965,0.1431609195402299,0.10708620689655171,0.10921551724137932,0.087,9.278,24.909999999999997,12.422,12.669,12.614999999999998,0.0073812497885042605,0.0363048297369537,0.0036814906613805622,0.010248520218673726,0.0037479667854843643,0.10831521739130434,0.10793478260869564,0.10792391304347826,0.10340869565217391,0.105,0.11002173913043478,0.113,9.965,9.93,9.929,11.892,9.66,10.122,10.396,0.05391730121474824,0.0869810898165027,0.05518783782556159,0.05136827740660914,0.05861084173794784,0.09035375874870459,0.08900290154549167,0.10636853002070393,0.1115108695652174,51.376,20.518,0.061878887222818285,0.08944797243044317,0.10778710644677662,71.894,0.07053284721467984,71.894,71.894,9.637,16.431,17.337,18.574,9.915
JALG,0.30944827586206897,0.2748078634429626,0.049,1.62,0.0895,0.224,0.4185,206.402,0.3094482758620689,7.117310344827585,0.19348275862068964,0.10962068965517241,0.10024137931034482,0.09631034482758621,0.0936551724137931,0.11006896551724138,0.11268965517241379,0.20500000000000002,0.2953793103448276,0.394448275862069,0.4167586206896552,0.21920689655172415,0.31248275862068964,0.40406896551724136,0.42324137931034483,0.5319310344827586,0.46827586206896554,0.4760689655172414,0.4092758620689655,0.353,0.45041379310344826,0.5876206896551724,0.35406896551724143,5.611,3.179,2.907,2.793,2.716,3.192,3.268,5.945,8.566,11.439,12.086,6.357,9.062,11.718,12.274000000000001,15.426,13.58,13.806000000000001,11.869,10.237,13.062,17.041,10.268,5.611,3.179,2.907,2.793,2.716,3.192,3.268,5.945,8.566,11.439,12.086,6.357,9.062,11.718,12.274000000000001,15.426,13.58,13.806000000000001,11.869,10.237,13.062,17.041,10.268,0.1807844827586207,0.36170114942528736,0.47138793103448273,0.4362758620689655,0.11866206896551723,20.971000000000004,62.93599999999999,54.681,50.608000000000004,17.206,0.07801121840349025,0.09525460133872715,0.02308829414206123,0.06438211307142203,0.034246806310020826,0.3044891304347826,0.35856521739130437,0.3002826086956522,0.3172869565217391,0.30617391304347824,0.2754130434782609,0.3019673913043478,28.012999999999998,32.988,27.626,36.488,28.168,25.338,27.781,0.2747126568554827,0.3102315443093555,0.28595839726950506,0.31562746654147966,0.25881834644176505,0.22769408589393575,0.22742739216111987,0.31735610766045547,0.28869021739130435,153.283,53.119,0.29068990318241894,0.2273283576654254,0.30944827586206897,206.402,0.27480786344296254,206.402,206.402,26.014,52.126,47.74,51.737,28.785
JLG,0.1274647676161919,0.12254123484482995,0.037,1.213,0.0505,0.096,0.16,85.019,0.1274647676161919,2.931689655172414,0.11286206896551725,0.06899999999999999,0.058137931034482754,0.05113793103448276,0.05244827586206896,0.049,0.051103448275862065,0.04817241379310345,0.07062068965517242,0.11141379310344827,0.19486206896551722,0.1469655172413793,0.19351724137931034,0.22531034482758622,0.19931034482758622,0.15772413793103449,0.177,0.13696551724137931,0.15137931034482757,0.1349655172413793,0.16982758620689656,0.2230344827586207,0.14693103448275863,3.273,2.001,1.686,1.483,1.521,1.421,1.482,1.397,2.048,3.231,5.651,4.262,5.612,6.534000000000001,5.78,4.574,5.133,3.972,4.39,3.914,4.925,6.468,4.261,3.273,2.001,1.686,1.483,1.521,1.421,1.482,1.397,2.048,3.231,5.651,4.262,5.612,6.534000000000001,5.78,4.574,5.133,3.972,4.39,3.914,4.925,6.468,4.261,0.05472413793103448,0.17856321839080458,0.15576724137931033,0.1686896551724138,0.06871724137931035,6.348,31.07,18.069,19.568,9.963999999999999,0.025299065818905536,0.06767654569999862,0.038830934763957506,0.03722104385939249,0.011133241843321684,0.1426086956521739,0.13716304347826086,0.10791304347826086,0.12076521739130434,0.11886956521739131,0.15936956521739132,0.1072391304347826,13.12,12.619,9.927999999999999,13.888,10.936,14.662,9.866,0.14129673837425638,0.12462746925029952,0.08155274059360458,0.0972301781932308,0.0947802800224159,0.19415088260780922,0.08332952850049417,0.12524016563146997,0.13330434782608694,60.491,24.528,0.10974438558581187,0.15126246426574977,0.1274647676161919,85.019,0.12254123484482997,85.019,85.019,13.555,17.838,19.732,21.5,12.394
JMM,0.22846776611694153,0.19255769408415827,0.066,1.609,0.122,0.169,0.2415,152.388,0.22846776611694153,5.254758620689654,0.1646206896551724,0.13413793103448277,0.12662068965517242,0.12213793103448276,0.10917241379310344,0.11713793103448276,0.12634482758620688,0.13972413793103447,0.22427586206896552,0.17610344827586208,0.1337241379310345,0.1930689655172414,0.2691034482758621,0.46793103448275863,0.5377931034482759,0.23289655172413792,0.19693103448275864,0.21662068965517242,0.28717241379310343,0.3476206896551724,0.4110344827586207,0.2778965517241379,0.2426896551724138,4.774,3.89,3.672,3.542,3.166,3.3970000000000002,3.6639999999999997,4.052,6.5040000000000004,5.107,3.878,5.599,7.804,13.57,15.596,6.754,5.711,6.282,8.328,10.081,11.92,8.059,7.038,4.774,3.89,3.672,3.542,3.166,3.3970000000000002,3.6639999999999997,4.052,6.5040000000000004,5.107,3.878,5.599,7.804,13.57,15.596,6.754,5.711,6.282,8.328,10.081,11.92,8.059,7.038,0.15187068965517242,0.2962873563218391,0.2334051724137931,0.3198103448275862,0.13133793103448274,17.617,51.554,27.075,37.098,19.044,0.029574869775703498,0.13906247301934985,0.05857664473092745,0.07135368757040897,0.013515615088873565,0.2096630434782609,0.22530434782608696,0.20825,0.24185217391304348,0.22971739130434782,0.2464782608695652,0.23466304347826086,19.289,20.728,19.159,27.813,21.134,22.676,21.589,0.1840698790607758,0.17732497881786652,0.13699423465850788,0.21913815411136855,0.16950485915346622,0.2304605746007196,0.2095084397142859,0.22385714285714287,0.24057065217391305,108.123,44.265,0.18118491472920636,0.21971112531583484,0.22846776611694153,152.388,0.1925576940841583,152.388,152.388,21.064,33.647,39.334,37.554,20.789
MANA,0.26948425787106445,0.25430344889753786,0.056,2.303,0.116,0.176,0.35,179.74599999999998,0.2694842578710645,6.198137931034482,0.2056206896551724,0.1393793103448276,0.12034482758620689,0.11693103448275863,0.10944827586206897,0.09589655172413794,0.1066551724137931,0.1472413793103448,0.14206896551724138,0.19565517241379313,0.2136551724137931,0.21517241379310345,0.26517241379310347,0.581655172413793,0.5570689655172414,0.3247931034482759,0.2615172413793103,0.28837931034482756,0.2963103448275862,0.2973448275862069,0.41155172413793106,0.6392068965517241,0.46706896551724136,5.963,4.042,3.4899999999999998,3.391,3.174,2.781,3.093,4.27,4.12,5.674,6.196,6.24,7.69,16.868,16.155,9.419,7.584,8.363,8.593,8.623,11.935,18.537,13.545,5.963,4.042,3.4899999999999998,3.391,3.174,2.781,3.093,4.27,4.12,5.674,6.196,6.24,7.69,16.868,16.155,9.419,7.584,8.363,8.593,8.623,11.935,18.537,13.545,0.1229655172413793,0.33806321839080455,0.29274999999999995,0.45379310344827584,0.1383448275862069,14.264,58.823,33.959,52.64,20.06,0.008050025352961503,0.11177131464500799,0.03850774034679245,0.09316516504911969,0.018254626169862877,0.23477173913043478,0.2987282608695652,0.22842391304347825,0.2734782608695652,0.2662608695652174,0.2147826086956522,0.368945652173913,21.599,27.483,21.015,31.45,24.496,19.76,33.943,0.17484681542103145,0.29036131728789555,0.19740465684162972,0.22043522929136888,0.24836648167821188,0.18573831444389868,0.38150895785806077,0.26095859213250516,0.2918641304347826,126.043,53.703,0.22985436112346086,0.30904044691921256,0.2694842578710645,179.746,0.254303448897538,179.746,179.746,25.744,41.878,46.706,42.161,23.257
MBGV,0.21532683658170912,0.22520279399434778,0.052,1.479,0.078,0.13,0.232,143.623,0.21532683658170915,4.95251724137931,0.20610344827586208,0.08624137931034483,0.08162068965517241,0.08465517241379311,0.09272413793103448,0.08224137931034484,0.08027586206896552,0.16779310344827586,0.3432413793103449,0.3056206896551724,0.26917241379310347,0.15824137931034485,0.19544827586206898,0.16320689655172413,0.2073103448275862,0.19375862068965516,0.16420689655172416,0.25,0.2510689655172414,0.4534137931034483,0.4424137931034483,0.34313793103448276,0.33062068965517244,5.977,2.501,2.367,2.455,2.689,2.3850000000000002,2.328,4.866,9.954,8.863,7.806,4.589,5.668,4.733,6.012,5.619,4.7620000000000005,7.25,7.281,13.149000000000001,12.83,9.951,9.588000000000001,5.977,2.501,2.367,2.455,2.689,2.3850000000000002,2.328,4.866,9.954,8.863,7.806,4.589,5.668,4.733,6.012,5.619,4.7620000000000005,7.25,7.281,13.149000000000001,12.83,9.951,9.588000000000001,0.16838793103448277,0.2165,0.21475862068965518,0.39239655172413795,0.11026896551724137,19.533,37.671,24.912,45.518,15.988999999999999,0.07222656324035091,0.07413541116670971,0.11294625681101299,0.06751909208883577,0.0826573593340011,0.20215217391304346,0.1795,0.20703260869565218,0.20066956521739132,0.2083586956521739,0.27308695652173914,0.2401521739130435,18.598,16.514,19.047,23.077,19.169,25.124,22.094,0.2025303631982133,0.1693443400131976,0.207150762695742,0.19879980769428068,0.21566669346657924,0.283410650383988,0.276343429222305,0.19959627329192547,0.2566195652173913,96.405,47.218,0.19872707087806582,0.27962151790646,0.21532683658170912,143.623,0.22520279399434784,143.623,143.623,20.629,35.878,36.426,33.118,17.572
