date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh
01/03/2023;1:00;0.021;Real;;;
01/03/2023;2:00;0.038;Real;;;
01/03/2023;3:00;0.017;Real;;;
01/03/2023;4:00;0.244;Real;;;
01/03/2023;5:00;0.017;Real;;;
01/03/2023;6:00;0.036;Real;;;
01/03/2023;7:00;0.053;Real;;;
01/03/2023;8:00;0.052;Real;;;
01/03/2023;9:00;0.652;Real;;;
01/03/2023;10:00;0.194;Real;;;
01/03/2023;11:00;0.17;Real;;;
01/03/2023;12:00;0.229;Real;;;
01/03/2023;13:00;0.359;Real;;;
01/03/2023;14:00;0.741;Real;;;
01/03/2023;15:00;0.155;Real;;;
01/03/2023;16:00;0.197;Real;;;
01/03/2023;17:00;0.353;Real;;;
01/03/2023;18:00;0.2;Real;;;
01/03/2023;19:00;0.209;Real;;;
01/03/2023;20:00;0.402;Real;;;
01/03/2023;21:00;0.215;Real;;;
01/03/2023;22:00;0.095;Real;;;
01/03/2023;23:00;0.066;Real;;;
01/03/2023;24:00:00;0.307;Real;;;
02/03/2023;1:00;0.087;Real;;;
02/03/2023;2:00;0.049;Real;;;
02/03/2023;3:00;0.059;Real;;;
02/03/2023;4:00;0.032;Real;;;
02/03/2023;5:00;0.057;Real;;;
02/03/2023;6:00;0.237;Real;;;
02/03/2023;7:00;0.088;Real;;;
02/03/2023;8:00;0.049;Real;;;
02/03/2023;9:00;0.071;Real;;;
02/03/2023;10:00;0.856;Real;;;
02/03/2023;11:00;0.782;Real;;;
02/03/2023;12:00;0.234;Real;;;
02/03/2023;13:00;0.182;Real;;;
02/03/2023;14:00;0.437;Real;;;
02/03/2023;15:00;0.868;Real;;;
02/03/2023;16:00;0.485;Real;;;
02/03/2023;17:00;0.429;Real;;;
02/03/2023;18:00;0.204;Real;;;
02/03/2023;19:00;0.178;Real;;;
02/03/2023;20:00;0.718;Real;;;
02/03/2023;21:00;0.08;Real;;;
02/03/2023;22:00;0.049;Real;;;
02/03/2023;23:00;0.111;Real;;;
02/03/2023;24:00:00;0.298;Real;;;
03/03/2023;1:00;0.064;Real;;;
03/03/2023;2:00;0.063;Real;;;
03/03/2023;3:00;0.064;Real;;;
03/03/2023;4:00;0.219;Real;;;
03/03/2023;5:00;0.07;Real;;;
03/03/2023;6:00;0.032;Real;;;
03/03/2023;7:00;0.09;Real;;;
03/03/2023;8:00;0.049;Real;;;
03/03/2023;9:00;0.075;Real;;;
03/03/2023;10:00;0.256;Real;;;
03/03/2023;11:00;0.112;Real;;;
03/03/2023;12:00;0.167;Real;;;
03/03/2023;13:00;0.217;Real;;;
