date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh
01/01/2023;1:00;0.339;Real;;;
01/01/2023;2:00;0.426;Real;;;
01/01/2023;3:00;0.6;Real;;;
01/01/2023;4:00;0.377;Real;;;
01/01/2023;5:00;0.309;Real;;;
01/01/2023;6:00;0.313;Real;;;
01/01/2023;7:00;0.047;Real;;;
01/01/2023;8:00;0.046;Real;;;
01/01/2023;9:00;0.042;Real;;;
01/01/2023;10:00;0.04;Real;;;
01/01/2023;11:00;0.045;Real;;;
01/01/2023;12:00;0.044;Real;;;
01/01/2023;13:00;0.205;Real;;;
01/01/2023;14:00;1.165;Real;;;
01/01/2023;15:00;0.527;Real;;;
01/01/2023;16:00;1.064;Real;;;
01/01/2023;17:00;0.525;Real;;;
01/01/2023;18:00;0.2;Real;;;
01/01/2023;19:00;0.389;Real;;;
01/01/2023;20:00;0.561;Real;;;
01/01/2023;21:00;1.224;Real;;;
01/01/2023;22:00;0.858;Real;;;
01/01/2023;23:00;0.639;Real;;;
01/01/2023;24:00:00;0.33;Real;;;
02/01/2023;1:00;0.159;Real;;;
02/01/2023;2:00;0.097;Real;;;
02/01/2023;3:00;0.057;Real;;;
02/01/2023;4:00;0.041;Real;;;
02/01/2023;5:00;0.044;Real;;;
02/01/2023;6:00;0.046;Real;;;
02/01/2023;7:00;0.041;Real;;;
02/01/2023;8:00;0.041;Real;;;
02/01/2023;9:00;0.056;Real;;;
02/01/2023;10:00;0.554;Real;;;
02/01/2023;11:00;0.115;Real;;;
02/01/2023;12:00;0.462;Real;;;
02/01/2023;13:00;0.114;Real;;;
02/01/2023;14:00;0.059;Real;;;
02/01/2023;15:00;0.205;Real;;;
02/01/2023;16:00;0.546;Real;;;
02/01/2023;17:00;0.104;Real;;;
02/01/2023;18:00;0.217;Real;;;
02/01/2023;19:00;0.227;Real;;;
02/01/2023;20:00;0.037;Real;;;
02/01/2023;21:00;0.038;Real;;;
02/01/2023;22:00;0.071;Real;;;
02/01/2023;23:00;0.237;Real;;;
02/01/2023;24:00:00;0.23;Real;;;
03/01/2023;1:00;0.131;Real;;;
03/01/2023;2:00;0.445;Real;;;
03/01/2023;3:00;0.099;Real;;;
03/01/2023;4:00;0.529;Real;;;
03/01/2023;5:00;0.05;Real;;;
03/01/2023;6:00;0.043;Real;;;
03/01/2023;7:00;0.042;Real;;;
03/01/2023;8:00;0.044;Real;;;
03/01/2023;9:00;0.545;Real;;;
03/01/2023;10:00;0.353;Real;;;
03/01/2023;11:00;0.07;Real;;;
03/01/2023;12:00;0.743;Real;;;
03/01/2023;13:00;0.289;Real;;;
03/01/2023;14:00;0.765;Real;;;
03/01/2023;15:00;0.977;Real;;;
03/01/2023;16:00;0.527;Real;;;
03/01/2023;17:00;0.145;Real;;;
03/01/2023;18:00;0.107;Real;;;
03/01/2023;19:00;0.145;Real;;;
03/01/2023;20:00;0.114;Real;;;
03/01/2023;21:00;0.225;Real;;;
03/01/2023;22:00;0.315;Real;;;
03/01/2023;23:00;0.643;Real;;;
03/01/2023;24:00:00;0.261;Real;;;
04/01/2023;1:00;0.539;Real;;;
04/01/2023;2:00;0.103;Real;;;
04/01/2023;3:00;0.036;Real;;;
04/01/2023;4:00;0.05;Real;;;
04/01/2023;5:00;0.042;Real;;;
04/01/2023;6:00;0.045;Real;;;
04/01/2023;7:00;0.045;Real;;;
04/01/2023;8:00;0.039;Real;;;
04/01/2023;9:00;0.498;Real;;;
04/01/2023;10:00;1.328;Real;;;
04/01/2023;11:00;1.338;Real;;;
04/01/2023;12:00;0.119;Real;;;
04/01/2023;13:00;0.054;Real;;;
04/01/2023;14:00;0.046;Real;;;
04/01/2023;15:00;0.148;Real;;;
04/01/2023;16:00;0.212;Real;;;
04/01/2023;17:00;0.298;Real;;;
04/01/2023;18:00;0.455;Real;;;
04/01/2023;19:00;0.241;Real;;;
04/01/2023;20:00;0.046;Real;;;
04/01/2023;21:00;0.051;Real;;;
04/01/2023;22:00;0.116;Real;;;
04/01/2023;23:00;0.038;Real;;;
04/01/2023;24:00:00;0.037;Real;;;
05/01/2023;1:00;0.071;Real;;;
05/01/2023;2:00;0.184;Real;;;
05/01/2023;3:00;0.108;Real;;;
05/01/2023;4:00;0.044;Real;;;
05/01/2023;5:00;0.042;Real;;;
05/01/2023;6:00;0.047;Real;;;
05/01/2023;7:00;0.041;Real;;;
05/01/2023;8:00;0.04;Real;;;
05/01/2023;9:00;0.045;Real;;;
05/01/2023;10:00;0.799;Real;;;
05/01/2023;11:00;0.569;Real;;;
05/01/2023;12:00;0.141;Real;;;
05/01/2023;13:00;0.069;Real;;;
05/01/2023;14:00;0.318;Real;;;
05/01/2023;15:00;0.151;Real;;;
05/01/2023;16:00;0.227;Real;;;
05/01/2023;17:00;0.08;Real;;;
05/01/2023;18:00;0.119;Real;;;
05/01/2023;19:00;0.113;Real;;;
05/01/2023;20:00;0.146;Real;;;
05/01/2023;21:00;0.115;Real;;;
05/01/2023;22:00;0.464;Real;;;
05/01/2023;23:00;0.353;Real;;;
05/01/2023;24:00:00;0.61;Real;;;
06/01/2023;1:00;0.224;Real;;;
06/01/2023;2:00;0.677;Real;;;
06/01/2023;3:00;0.155;Real;;;
06/01/2023;4:00;0.063;Real;;;
06/01/2023;5:00;0.051;Real;;;
06/01/2023;6:00;0.05;Real;;;
06/01/2023;7:00;0.046;Real;;;
06/01/2023;8:00;0.042;Real;;;
06/01/2023;9:00;0.047;Real;;;
06/01/2023;10:00;0.045;Real;;;
06/01/2023;11:00;1.586;Real;;;
06/01/2023;12:00;0.967;Real;;;
06/01/2023;13:00;0.61;Real;;;
06/01/2023;14:00;1.171;Real;;;
06/01/2023;15:00;2.181;Real;;;
06/01/2023;16:00;1.285;Real;;;
06/01/2023;17:00;0.738;Real;;;
06/01/2023;18:00;0.766;Real;;;
06/01/2023;19:00;1.012;Real;;;
06/01/2023;20:00;1.064;Real;;;
06/01/2023;21:00;1.386;Real;;;
06/01/2023;22:00;0.407;Real;;;
06/01/2023;23:00;0.478;Real;;;
06/01/2023;24:00:00;0.201;Real;;;
07/01/2023;1:00;0.127;Real;;;
07/01/2023;2:00;0.092;Real;;;
07/01/2023;3:00;0.06;Real;;;
07/01/2023;4:00;0.057;Real;;;
07/01/2023;5:00;0.063;Real;;;
07/01/2023;6:00;0.06;Real;;;
07/01/2023;7:00;0.054;Real;;;
07/01/2023;8:00;0.062;Real;;;
07/01/2023;9:00;0.056;Real;;;
07/01/2023;10:00;0.824;Real;;;
07/01/2023;11:00;0.804;Real;;;
07/01/2023;12:00;0.394;Real;;;
07/01/2023;13:00;0.055;Real;;;
07/01/2023;14:00;0.045;Real;;;
07/01/2023;15:00;0.507;Real;;;
07/01/2023;16:00;0.333;Real;;;
07/01/2023;17:00;0.526;Real;;;
07/01/2023;18:00;0.137;Real;;;
07/01/2023;19:00;0.25;Real;;;
07/01/2023;20:00;0.221;Real;;;
07/01/2023;21:00;0.194;Real;;;
07/01/2023;22:00;0.268;Real;;;
07/01/2023;23:00;0.532;Real;;;
07/01/2023;24:00:00;0.456;Real;;;
08/01/2023;1:00;0.748;Real;;;
08/01/2023;2:00;0.115;Real;;;
08/01/2023;3:00;0.069;Real;;;
08/01/2023;4:00;0.045;Real;;;
08/01/2023;5:00;0.066;Real;;;
08/01/2023;6:00;0.042;Real;;;
08/01/2023;7:00;0.038;Real;;;
08/01/2023;8:00;0.057;Real;;;
08/01/2023;9:00;0.645;Real;;;
08/01/2023;10:00;1.087;Real;;;
08/01/2023;11:00;0.298;Real;;;
08/01/2023;12:00;0.218;Real;;;
08/01/2023;13:00;0.085;Real;;;
08/01/2023;14:00;0.04;Real;;;
08/01/2023;15:00;0.675;Real;;;
08/01/2023;16:00;0.244;Real;;;
08/01/2023;17:00;0.338;Real;;;
08/01/2023;18:00;0.254;Real;;;
08/01/2023;19:00;0.366;Real;;;
08/01/2023;20:00;0.311;Real;;;
08/01/2023;21:00;0.455;Real;;;
08/01/2023;22:00;1.178;Real;;;
08/01/2023;23:00;0.418;Real;;;
08/01/2023;24:00:00;0.492;Real;;;
09/01/2023;1:00;0.155;Real;;;
09/01/2023;2:00;0.636;Real;;;
09/01/2023;3:00;0.042;Real;;;
09/01/2023;4:00;0.04;Real;;;
09/01/2023;5:00;0.041;Real;;;
09/01/2023;6:00;0.038;Real;;;
09/01/2023;7:00;0.278;Real;;;
09/01/2023;8:00;0.534;Real;;;
09/01/2023;9:00;0.098;Real;;;
09/01/2023;10:00;0.039;Real;;;
09/01/2023;11:00;0.039;Real;;;
09/01/2023;12:00;0.035;Real;;;
09/01/2023;13:00;0.041;Real;;;
09/01/2023;14:00;0.036;Real;;;
09/01/2023;15:00;0.374;Real;;;
09/01/2023;16:00;0.279;Real;;;
09/01/2023;17:00;0.094;Real;;;
09/01/2023;18:00;0.125;Real;;;
09/01/2023;19:00;0.175;Real;;;
09/01/2023;20:00;0.765;Real;;;
09/01/2023;21:00;0.946;Real;;;
09/01/2023;22:00;1.212;Real;;;
09/01/2023;23:00;0.875;Real;;;
09/01/2023;24:00:00;0.226;Real;;;
10/01/2023;1:00;0.103;Real;;;
10/01/2023;2:00;0.04;Real;;;
10/01/2023;3:00;0.043;Real;;;
10/01/2023;4:00;0.038;Real;;;
10/01/2023;5:00;0.043;Real;;;
10/01/2023;6:00;0.036;Real;;;
10/01/2023;7:00;0.334;Real;;;
10/01/2023;8:00;1.051;Real;;;
10/01/2023;9:00;0.098;Real;;;
10/01/2023;10:00;0.04;Real;;;
10/01/2023;11:00;0.039;Real;;;
10/01/2023;12:00;0.039;Real;;;
10/01/2023;13:00;0.038;Real;;;
10/01/2023;14:00;0.039;Real;;;
10/01/2023;15:00;0.038;Real;;;
10/01/2023;16:00;0.345;Real;;;
10/01/2023;17:00;0.252;Real;;;
10/01/2023;18:00;0.333;Real;;;
10/01/2023;19:00;0.754;Real;;;
10/01/2023;20:00;0.674;Real;;;
10/01/2023;21:00;1.468;Real;;;
10/01/2023;22:00;0.152;Real;;;
10/01/2023;23:00;0.124;Real;;;
10/01/2023;24:00:00;0.064;Real;;;
11/01/2023;1:00;0.047;Real;;;
