,0,1,2
media_consumo,0.1443253205128205,0.22253979700854698,0.3493503872863246
std_consumo,0.16209863424236126,0.2811047617489597,0.37158143859196
min_consumo,0.038,0.037,0.0378499999999912
max_consumo,1.4414,2.368,3.4483333333333337
percentil_25_consumo,0.0686,0.06979166666666667,0.12325000000000001
percentil_50_consumo,0.1002,0.10775,0.21125000000000002
percentil_75_consumo,0.14195,0.23987499999999998,0.43825000000000003
promedio_por_dia,0.14432532051282046,0.22253979700854698,0.34935038728632456
consumo_medio_diario,3.463807692307692,5.340955128205128,8.384409294871789
Mañana,0.11208173076923074,0.18138541666666663,0.2276678685897433
Mediodia,0.18037499999999995,0.28965170940170937,0.498177884615384
Tarde,0.16583365384615378,0.28343349358974357,0.45759951923076914
Noche,0.16816442307692303,0.2921458333333333,0.4099302884615384
Madrugada,0.09961689931415232,0.09597307241716228,0.1693025547745303
sum_consumo,180.118,277.7296666666667,435.9892833333331
Domingo,0.1443253205128205,0.22253979700854698,0.3493503872863246
Fin de semana,0.1443253205128205,0.22253979700854698,0.3493503872863246
s_Mañana,23.313,37.72816666666667,47.35491666666662
s_Mediodia,56.277,90.37133333333333,155.43149999999983
s_Tarde,34.4934,58.95416666666667,95.18069999999999
s_Noche,34.9782,60.766333333333336,85.26549999999999
s_Madrugada,31.056400000000004,29.909666666666666,52.75666666666667
s_Domingo,180.118,277.7296666666667,435.9892833333331
s_Fin de semana,180.118,277.7296666666667,435.9892833333331
s_invierno,41.200599999999994,86.1395,112.56786666666657
s_otoño,38.472,68.21033333333334,95.6135
s_primavera,41.38,69.57666666666667,105.831
s_verano,59.0654,53.80316666666667,121.97691666666653
std_Mañana,0.045819066652928384,0.07918490191039422,0.10801942650387246
std_Mediodia,0.06917565947378032,0.08642376413255314,0.1287395550402496
std_Tarde,0.030454469889551677,0.1009919997733054,0.06838871993903056
std_Noche,0.0486169476481243,0.1205948627980426,0.0775605437443459
std_Madrugada,0.01955694721316514,0.028642614790078933,0.04805749955873243
std_Domingo,0.16209863424236132,0.2811047617489597,0.3715814385919602
std_Fin de semana,0.16209863424236132,0.2811047617489597,0.3715814385919602
std_invierno,0.1187302710864028,0.35236249295777555,0.36345221928428323
std_otoño,0.12086738981248271,0.26060439464126406,0.3014736153575069
std_primavera,0.1390731466830091,0.28433244846841793,0.28804995019868124
std_verano,0.2094559318352811,0.18299998018157845,0.4659601684303268
Enero,12.944400000000002,26.836833333333335,37.319599999999944
Febrero,13.2852,26.741333333333333,31.79133333333333
Marzo,17.577199999999998,32.878,44.06033333333334
Abril,12.7538,18.381666666666664,32.505500000000005
Mayo,11.049,18.316999999999997,29.26516666666667
Junio,29.0834,26.346666666666668,48.96079999999993
Julio,14.752199999999998,14.721666666666666,36.9426166666666
Agosto,15.229800000000001,12.734833333333334,36.0735
Septiembre,15.2028,22.9495,36.552
Octubre,10.223600000000001,22.09166666666667,26.964333333333332
Noviembre,13.045599999999999,23.169166666666666,32.097166666666666
Diciembre,14.970999999999998,32.56133333333333,43.45693333333329
total_mean_consumption,1088.5533764143872,1678.9135722532153,2634.703568306854
